number_of_match,team_home,team_away,score_home,score_away,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,fouls_home,fouls_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,goal_kicks_home,goal_kicks_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,last_season_position_home,last_season_position_away
318,West Bromwich Albion,Southampton,3.0,0.0,40.0,60.0,15.0,14.0,6.0,4.0,6.0,10.0,3.0,0.0,5.0,10.0,12.0,11.0,0.0,0.0,11.0,12.0,11.0,11.0,13.0,8.0,2.0,6.0,285.0,442.0,191.0,340.0,23.0,16.0,4.0,5.0,10.0,12.0,58.0,59.0,22.0,21.0,15.0,14.0,17.0,17.0,18,11
299,Tottenham,Southampton,2.0,1.0,62.0,38.0,12.0,10.0,3.0,5.0,5.0,3.0,4.0,2.0,5.0,5.0,10.0,14.0,0.0,0.0,14.0,10.0,1.0,8.0,8.0,5.0,4.0,5.0,610.0,371.0,509.0,276.0,15.0,18.0,4.0,4.0,11.0,10.0,59.0,62.0,17.0,13.0,18.0,29.0,8.0,7.0,6,11
270,Sheffield United,Southampton,0.0,2.0,51.0,49.0,8.0,15.0,2.0,7.0,5.0,4.0,1.0,4.0,7.0,3.0,17.0,11.0,0.0,0.0,11.0,17.0,6.0,8.0,4.0,7.0,4.0,8.0,393.0,390.0,275.0,294.0,31.0,23.0,6.0,2.0,10.0,11.0,59.0,61.0,22.0,16.0,16.0,17.0,9.0,11.0,18,11
111,Brighton,Southampton,1.0,2.0,48.0,52.0,12.0,10.0,4.0,3.0,8.0,4.0,0.0,3.0,4.0,3.0,12.0,12.0,0.0,0.0,11.0,12.0,6.0,6.0,11.0,7.0,1.0,3.0,377.0,420.0,276.0,319.0,21.0,23.0,3.0,5.0,15.0,11.0,60.0,59.0,13.0,22.0,21.0,15.0,10.0,15.0,15,11
25,Burnley,Southampton,0.0,1.0,53.0,47.0,10.0,5.0,2.0,1.0,4.0,2.0,4.0,2.0,8.0,2.0,8.0,10.0,0.0,0.0,10.0,7.0,4.0,4.0,5.0,3.0,5.0,2.0,522.0,480.0,374.0,341.0,32.0,15.0,6.0,2.0,3.0,4.0,58.0,52.0,30.0,30.0,15.0,12.0,15.0,9.0,10,11
332,Manchester City,Southampton,5.0,2.0,58.0,42.0,17.0,11.0,10.0,6.0,5.0,3.0,2.0,2.0,5.0,5.0,6.0,4.0,0.0,0.0,4.0,6.0,4.0,6.0,12.0,7.0,5.0,4.0,673.0,481.0,613.0,401.0,33.0,24.0,1.0,2.0,16.0,6.0,38.0,46.0,10.0,12.0,8.0,22.0,8.0,13.0,2,11
268,Everton,Southampton,1.0,0.0,47.0,53.0,7.0,9.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,10.0,13.0,9.0,0.0,0.0,9.0,13.0,8.0,4.0,6.0,6.0,1.0,3.0,410.0,462.0,306.0,358.0,34.0,15.0,3.0,1.0,14.0,4.0,81.0,57.0,38.0,14.0,20.0,26.0,12.0,16.0,12,11
186,Leeds United,Southampton,3.0,0.0,47.0,53.0,11.0,13.0,7.0,5.0,4.0,6.0,0.0,2.0,2.0,4.0,11.0,13.0,0.0,0.0,12.0,11.0,9.0,8.0,9.0,8.0,2.0,5.0,319.0,365.0,216.0,273.0,20.0,10.0,3.0,2.0,6.0,23.0,50.0,64.0,7.0,12.0,25.0,18.0,10.0,11.0,18,11
221,Manchester United,Southampton,9.0,0.0,75.0,25.0,24.0,3.0,14.0,1.0,5.0,2.0,5.0,0.0,5.0,3.0,11.0,6.0,0.0,2.0,6.0,10.0,3.0,10.0,14.0,1.0,10.0,2.0,626.0,215.0,552.0,140.0,26.0,6.0,4.0,0.0,7.0,3.0,38.0,40.0,12.0,8.0,13.0,20.0,8.0,13.0,3,11
125,Arsenal,Southampton,1.0,1.0,35.0,65.0,9.0,13.0,4.0,3.0,3.0,8.0,2.0,2.0,2.0,7.0,13.0,13.0,1.0,0.0,13.0,11.0,5.0,4.0,5.0,5.0,4.0,8.0,340.0,632.0,262.0,543.0,27.0,28.0,1.0,3.0,8.0,8.0,46.0,41.0,18.0,11.0,8.0,11.0,17.0,9.0,8,11
231,Newcastle United,Southampton,3.0,2.0,26.0,74.0,6.0,14.0,4.0,5.0,1.0,5.0,1.0,4.0,0.0,7.0,11.0,14.0,1.0,0.0,14.0,11.0,11.0,4.0,4.0,10.0,2.0,4.0,221.0,610.0,128.0,514.0,18.0,21.0,0.0,4.0,12.0,4.0,60.0,46.0,19.0,14.0,16.0,17.0,12.0,11.0,13,11
43,Chelsea,Southampton,3.0,3.0,53.0,47.0,11.0,13.0,5.0,6.0,3.0,5.0,3.0,2.0,6.0,2.0,11.0,9.0,0.0,0.0,8.0,10.0,8.0,7.0,11.0,9.0,0.0,4.0,574.0,503.0,468.0,381.0,28.0,34.0,6.0,1.0,7.0,9.0,56.0,41.0,25.0,9.0,16.0,13.0,7.0,7.0,4,11
192,Leicester City,Southampton,2.0,0.0,47.0,53.0,16.0,8.0,5.0,3.0,9.0,5.0,2.0,0.0,2.0,5.0,10.0,11.0,0.0,0.0,10.0,9.0,8.0,7.0,13.0,5.0,3.0,3.0,445.0,493.0,319.0,371.0,23.0,28.0,4.0,2.0,15.0,16.0,71.0,54.0,24.0,16.0,22.0,13.0,10.0,8.0,5,11
66,Aston Villa,Southampton,0.0,3.0,56.0,44.0,19.0,9.0,10.0,4.0,2.0,4.0,7.0,1.0,11.0,1.0,12.0,17.0,0.0,0.0,17.0,11.0,4.0,6.0,14.0,4.0,5.0,5.0,367.0,304.0,275.0,211.0,36.0,8.0,11.0,2.0,10.0,5.0,66.0,52.0,24.0,15.0,15.0,21.0,6.0,8.0,17,11
91,Wolverhampton,Southampton,1.0,1.0,45.0,55.0,20.0,7.0,9.0,2.0,5.0,3.0,6.0,2.0,7.0,4.0,14.0,14.0,0.0,0.0,14.0,14.0,4.0,8.0,15.0,5.0,5.0,2.0,416.0,516.0,335.0,422.0,30.0,24.0,5.0,4.0,15.0,8.0,60.0,58.0,20.0,17.0,11.0,20.0,8.0,3.0,7,11
184,Fulham,Manchester United,1.0,2.0,38.0,62.0,12.0,15.0,5.0,5.0,4.0,6.0,3.0,4.0,2.0,8.0,6.0,10.0,0.0,0.0,10.0,6.0,14.0,7.0,8.0,10.0,4.0,5.0,400.0,636.0,323.0,546.0,14.0,34.0,4.0,5.0,11.0,10.0,44.0,44.0,11.0,10.0,12.0,18.0,15.0,11.0,18,3
292,Crystal Palace,Manchester United,0.0,0.0,37.0,63.0,8.0,11.0,2.0,1.0,3.0,6.0,3.0,4.0,4.0,6.0,4.0,13.0,0.0,0.0,13.0,4.0,8.0,5.0,5.0,6.0,3.0,5.0,353.0,600.0,277.0,518.0,29.0,45.0,2.0,9.0,10.0,11.0,56.0,39.0,14.0,18.0,19.0,6.0,9.0,10.0,14,3
195,Liverpool,Manchester United,0.0,0.0,66.0,34.0,17.0,8.0,3.0,4.0,6.0,1.0,8.0,3.0,7.0,3.0,15.0,6.0,0.0,0.0,6.0,15.0,3.0,10.0,9.0,5.0,8.0,3.0,667.0,344.0,576.0,252.0,36.0,23.0,3.0,4.0,15.0,13.0,42.0,61.0,5.0,13.0,16.0,20.0,12.0,8.0,1,3
105,West Ham,Manchester United,1.0,3.0,39.0,61.0,19.0,15.0,6.0,6.0,9.0,6.0,4.0,3.0,5.0,4.0,9.0,10.0,0.0,0.0,9.0,9.0,5.0,8.0,14.0,10.0,5.0,5.0,392.0,631.0,307.0,544.0,29.0,32.0,8.0,2.0,7.0,6.0,42.0,43.0,14.0,16.0,12.0,12.0,13.0,9.0,16,3
244,West Bromwich Albion,Manchester United,1.0,1.0,27.0,73.0,7.0,10.0,3.0,7.0,4.0,0.0,0.0,3.0,4.0,5.0,13.0,10.0,0.0,0.0,10.0,12.0,4.0,8.0,6.0,6.0,1.0,4.0,253.0,707.0,166.0,609.0,19.0,28.0,5.0,6.0,6.0,10.0,42.0,52.0,14.0,20.0,14.0,10.0,12.0,2.0,18,3
316,Tottenham,Manchester United,1.0,3.0,47.0,53.0,12.0,12.0,3.0,7.0,6.0,2.0,3.0,3.0,7.0,5.0,11.0,15.0,0.0,0.0,15.0,11.0,4.0,8.0,9.0,9.0,3.0,3.0,439.0,503.0,356.0,422.0,22.0,23.0,1.0,5.0,10.0,14.0,53.0,61.0,7.0,17.0,21.0,19.0,11.0,14.0,6,3
132,Sheffield United,Manchester United,2.0,3.0,40.0,60.0,12.0,15.0,6.0,9.0,5.0,4.0,1.0,2.0,6.0,3.0,17.0,8.0,0.0,0.0,6.0,17.0,5.0,8.0,9.0,9.0,3.0,6.0,362.0,557.0,266.0,465.0,31.0,30.0,4.0,2.0,7.0,8.0,53.0,65.0,20.0,22.0,20.0,18.0,10.0,5.0,18,3
22,Brighton,Manchester United,2.0,3.0,53.0,47.0,18.0,7.0,5.0,3.0,9.0,1.0,4.0,3.0,7.0,1.0,18.0,16.0,0.0,0.0,16.0,17.0,3.0,9.0,12.0,6.0,6.0,1.0,488.0,445.0,413.0,372.0,31.0,19.0,6.0,2.0,20.0,14.0,58.0,56.0,10.0,11.0,12.0,15.0,14.0,11.0,15,3
10,Burnley,Manchester United,0.0,1.0,37.0,63.0,11.0,13.0,0.0,7.0,6.0,2.0,5.0,4.0,3.0,4.0,15.0,13.0,0.0,0.0,13.0,14.0,4.0,7.0,6.0,9.0,5.0,4.0,334.0,566.0,220.0,475.0,29.0,23.0,0.0,5.0,2.0,6.0,32.0,54.0,12.0,22.0,5.0,12.0,11.0,10.0,10,3
275,Manchester City,Manchester United,0.0,2.0,66.0,34.0,23.0,8.0,6.0,6.0,10.0,0.0,7.0,2.0,6.0,2.0,9.0,12.0,0.0,0.0,10.0,9.0,3.0,17.0,13.0,7.0,10.0,1.0,715.0,374.0,643.0,293.0,17.0,17.0,4.0,0.0,12.0,11.0,49.0,36.0,10.0,3.0,17.0,13.0,14.0,17.0,2,3
74,Everton,Manchester United,1.0,3.0,55.0,45.0,7.0,13.0,1.0,5.0,5.0,5.0,1.0,3.0,5.0,2.0,12.0,19.0,0.0,0.0,19.0,12.0,6.0,10.0,5.0,7.0,2.0,6.0,523.0,453.0,442.0,369.0,33.0,17.0,6.0,4.0,12.0,6.0,74.0,45.0,19.0,14.0,25.0,13.0,6.0,9.0,12,3
338,Leeds United,Manchester United,0.0,0.0,44.0,56.0,6.0,16.0,3.0,4.0,1.0,7.0,2.0,5.0,2.0,6.0,21.0,11.0,0.0,0.0,11.0,21.0,8.0,1.0,3.0,9.0,3.0,7.0,385.0,483.0,299.0,413.0,18.0,20.0,2.0,6.0,6.0,18.0,53.0,68.0,6.0,13.0,30.0,16.0,8.0,10.0,18,3
213,Arsenal,Manchester United,0.0,0.0,43.0,57.0,17.0,14.0,3.0,3.0,8.0,8.0,6.0,3.0,4.0,7.0,9.0,16.0,0.0,0.0,16.0,9.0,8.0,11.0,8.0,8.0,9.0,6.0,436.0,566.0,352.0,486.0,15.0,21.0,5.0,6.0,6.0,6.0,45.0,37.0,10.0,12.0,13.0,10.0,13.0,16.0,8,3
97,Southampton,Manchester United,2.0,3.0,50.0,50.0,10.0,15.0,5.0,6.0,3.0,5.0,2.0,4.0,5.0,9.0,12.0,12.0,0.0,0.0,12.0,11.0,7.0,4.0,5.0,10.0,5.0,5.0,525.0,519.0,418.0,417.0,22.0,28.0,1.0,5.0,12.0,9.0,58.0,56.0,13.0,17.0,22.0,19.0,12.0,17.0,11,3
45,Newcastle United,Manchester United,1.0,4.0,36.0,64.0,7.0,28.0,4.0,14.0,2.0,6.0,1.0,8.0,0.0,7.0,9.0,12.0,0.0,0.0,12.0,9.0,10.0,1.0,3.0,15.0,4.0,13.0,358.0,629.0,256.0,541.0,26.0,25.0,4.0,4.0,15.0,11.0,62.0,55.0,19.0,21.0,18.0,14.0,17.0,16.0,13,3
266,Chelsea,Manchester United,0.0,0.0,57.0,43.0,18.0,11.0,6.0,4.0,5.0,2.0,7.0,5.0,3.0,4.0,11.0,12.0,0.0,0.0,12.0,11.0,5.0,10.0,8.0,2.0,10.0,9.0,608.0,445.0,542.0,366.0,19.0,22.0,2.0,0.0,16.0,6.0,58.0,37.0,6.0,6.0,24.0,14.0,12.0,6.0,4,3
143,Leicester City,Manchester United,2.0,2.0,54.0,46.0,10.0,9.0,2.0,4.0,4.0,4.0,4.0,1.0,5.0,0.0,10.0,17.0,0.0,0.0,16.0,10.0,3.0,5.0,5.0,8.0,5.0,1.0,507.0,439.0,405.0,351.0,34.0,17.0,4.0,4.0,10.0,11.0,55.0,51.0,12.0,10.0,17.0,20.0,14.0,9.0,5,3
358,Aston Villa,Manchester United,1.0,3.0,41.0,59.0,11.0,18.0,5.0,7.0,3.0,4.0,3.0,7.0,5.0,6.0,13.0,18.0,1.0,0.0,17.0,12.0,4.0,7.0,5.0,11.0,6.0,7.0,383.0,563.0,307.0,483.0,19.0,30.0,2.0,4.0,8.0,9.0,47.0,46.0,9.0,15.0,14.0,10.0,10.0,11.0,17,3
391,Wolverhampton,Manchester United,1.0,2.0,57.0,43.0,14.0,9.0,4.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0,14.0,3.0,0.0,0.0,3.0,14.0,7.0,10.0,10.0,6.0,4.0,3.0,571.0,440.0,506.0,381.0,24.0,23.0,5.0,3.0,12.0,7.0,43.0,47.0,9.0,12.0,19.0,14.0,10.0,14.0,7,3
191,Fulham,Chelsea,0.0,1.0,30.0,70.0,10.0,21.0,3.0,6.0,5.0,7.0,2.0,8.0,1.0,12.0,11.0,10.0,1.0,0.0,10.0,11.0,8.0,6.0,7.0,13.0,3.0,8.0,328.0,757.0,238.0,668.0,25.0,29.0,3.0,5.0,10.0,7.0,62.0,49.0,22.0,14.0,20.0,17.0,18.0,8.0,18,4
313,Crystal Palace,Chelsea,1.0,4.0,36.0,64.0,1.0,23.0,1.0,10.0,0.0,6.0,0.0,7.0,0.0,8.0,7.0,12.0,0.0,0.0,11.0,6.0,9.0,4.0,1.0,19.0,0.0,4.0,434.0,782.0,336.0,699.0,26.0,30.0,2.0,11.0,8.0,9.0,59.0,52.0,27.0,17.0,14.0,20.0,14.0,9.0,14,4
294,Liverpool,Chelsea,0.0,1.0,54.0,46.0,7.0,11.0,1.0,5.0,4.0,5.0,2.0,1.0,5.0,2.0,9.0,8.0,0.0,0.0,8.0,9.0,4.0,8.0,4.0,7.0,3.0,4.0,656.0,549.0,571.0,469.0,33.0,25.0,2.0,0.0,19.0,8.0,51.0,45.0,10.0,9.0,14.0,19.0,12.0,11.0,1,4
335,West Ham,Chelsea,0.0,1.0,45.0,55.0,9.0,17.0,2.0,6.0,4.0,6.0,3.0,5.0,4.0,2.0,9.0,11.0,1.0,0.0,11.0,9.0,7.0,5.0,3.0,10.0,6.0,7.0,447.0,566.0,344.0,476.0,16.0,21.0,1.0,2.0,7.0,8.0,53.0,62.0,17.0,23.0,18.0,22.0,13.0,9.0,16,4
24,West Bromwich Albion,Chelsea,3.0,3.0,24.0,76.0,9.0,22.0,3.0,10.0,4.0,6.0,2.0,6.0,3.0,9.0,8.0,16.0,0.0,0.0,15.0,7.0,7.0,6.0,5.0,10.0,4.0,12.0,249.0,797.0,168.0,711.0,17.0,22.0,4.0,8.0,10.0,5.0,45.0,41.0,12.0,17.0,9.0,12.0,13.0,9.0,18,4
228,Tottenham,Chelsea,0.0,1.0,42.0,58.0,7.0,16.0,2.0,2.0,5.0,7.0,0.0,7.0,2.0,7.0,20.0,14.0,0.0,0.0,14.0,20.0,9.0,5.0,3.0,12.0,4.0,4.0,457.0,630.0,374.0,560.0,20.0,20.0,2.0,4.0,14.0,13.0,55.0,62.0,14.0,19.0,13.0,10.0,13.0,13.0,6,4
237,Sheffield United,Chelsea,1.0,2.0,31.0,69.0,8.0,9.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,8.0,8.0,8.0,0.0,0.0,8.0,8.0,7.0,6.0,5.0,7.0,3.0,2.0,338.0,756.0,244.0,654.0,21.0,29.0,0.0,6.0,12.0,12.0,52.0,57.0,14.0,20.0,18.0,17.0,12.0,5.0,18,4
9,Brighton,Chelsea,1.0,3.0,52.0,48.0,13.0,10.0,3.0,5.0,6.0,2.0,4.0,3.0,4.0,3.0,8.0,13.0,0.0,0.0,11.0,8.0,0.0,9.0,7.0,7.0,6.0,3.0,507.0,465.0,414.0,387.0,39.0,33.0,3.0,3.0,8.0,5.0,46.0,42.0,10.0,13.0,17.0,16.0,15.0,25.0,15,4
64,Burnley,Chelsea,0.0,3.0,36.0,64.0,5.0,14.0,0.0,9.0,4.0,1.0,1.0,4.0,3.0,4.0,10.0,15.0,0.0,0.0,13.0,10.0,6.0,9.0,1.0,7.0,4.0,7.0,392.0,693.0,294.0,608.0,36.0,38.0,0.0,4.0,6.0,8.0,41.0,45.0,9.0,14.0,13.0,13.0,8.0,6.0,10,4
355,Manchester City,Chelsea,1.0,2.0,48.0,52.0,16.0,12.0,4.0,5.0,6.0,4.0,6.0,3.0,6.0,2.0,12.0,10.0,0.0,0.0,10.0,12.0,3.0,9.0,8.0,5.0,8.0,7.0,537.0,580.0,489.0,523.0,23.0,19.0,2.0,2.0,9.0,10.0,42.0,47.0,5.0,10.0,18.0,15.0,9.0,3.0,2,4
117,Everton,Chelsea,1.0,0.0,28.0,72.0,9.0,10.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,10.0,11.0,0.0,0.0,11.0,9.0,6.0,7.0,8.0,4.0,1.0,6.0,241.0,639.0,162.0,539.0,21.0,27.0,4.0,4.0,16.0,15.0,62.0,60.0,22.0,20.0,13.0,17.0,26.0,6.0,12,4
280,Leeds United,Chelsea,0.0,0.0,38.0,62.0,7.0,15.0,4.0,8.0,0.0,2.0,3.0,5.0,8.0,5.0,16.0,6.0,0.0,0.0,6.0,16.0,8.0,4.0,4.0,9.0,3.0,6.0,330.0,588.0,241.0,492.0,18.0,25.0,3.0,5.0,11.0,11.0,37.0,54.0,7.0,10.0,13.0,17.0,19.0,14.0,18,4
55,Manchester United,Chelsea,0.0,0.0,50.0,50.0,14.0,6.0,4.0,1.0,5.0,2.0,5.0,3.0,9.0,6.0,8.0,6.0,0.0,0.0,6.0,8.0,6.0,4.0,7.0,4.0,7.0,2.0,582.0,582.0,484.0,484.0,28.0,31.0,5.0,2.0,8.0,6.0,38.0,38.0,11.0,8.0,13.0,17.0,12.0,13.0,3,4
146,Arsenal,Chelsea,3.0,1.0,39.0,61.0,15.0,19.0,7.0,3.0,4.0,11.0,4.0,5.0,7.0,9.0,13.0,10.0,0.0,0.0,10.0,13.0,14.0,7.0,12.0,11.0,3.0,8.0,328.0,506.0,229.0,428.0,17.0,38.0,1.0,8.0,7.0,9.0,49.0,67.0,16.0,36.0,16.0,10.0,7.0,14.0,8,4
250,Southampton,Chelsea,1.0,1.0,29.0,71.0,4.0,9.0,1.0,3.0,3.0,4.0,0.0,2.0,3.0,6.0,10.0,10.0,0.0,0.0,10.0,9.0,6.0,5.0,4.0,6.0,0.0,3.0,295.0,727.0,194.0,620.0,13.0,24.0,2.0,2.0,2.0,18.0,39.0,72.0,10.0,23.0,17.0,22.0,15.0,12.0,11,4
82,Newcastle United,Chelsea,0.0,2.0,29.0,71.0,8.0,14.0,1.0,3.0,4.0,6.0,3.0,5.0,7.0,4.0,11.0,12.0,0.0,0.0,12.0,10.0,7.0,4.0,4.0,9.0,4.0,5.0,287.0,746.0,211.0,670.0,24.0,34.0,1.0,5.0,7.0,5.0,39.0,46.0,15.0,19.0,6.0,13.0,5.0,9.0,13,4
182,Leicester City,Chelsea,2.0,0.0,36.0,64.0,8.0,9.0,6.0,5.0,2.0,3.0,0.0,1.0,6.0,3.0,7.0,16.0,0.0,0.0,16.0,7.0,4.0,5.0,5.0,8.0,3.0,1.0,340.0,636.0,278.0,559.0,20.0,37.0,2.0,7.0,6.0,11.0,53.0,53.0,13.0,10.0,19.0,25.0,11.0,5.0,5,4
383,Aston Villa,Chelsea,2.0,1.0,29.0,71.0,6.0,23.0,3.0,7.0,3.0,11.0,0.0,5.0,2.0,9.0,11.0,12.0,0.0,1.0,12.0,11.0,10.0,4.0,4.0,15.0,2.0,8.0,250.0,598.0,174.0,532.0,24.0,21.0,1.0,8.0,8.0,3.0,54.0,44.0,20.0,12.0,14.0,18.0,7.0,9.0,17,4
123,Wolverhampton,Chelsea,2.0,1.0,45.0,55.0,12.0,13.0,4.0,3.0,6.0,6.0,2.0,4.0,5.0,6.0,12.0,12.0,0.0,0.0,11.0,12.0,9.0,7.0,6.0,7.0,6.0,6.0,418.0,494.0,336.0,424.0,28.0,40.0,2.0,8.0,15.0,10.0,69.0,48.0,27.0,12.0,17.0,14.0,14.0,7.0,7,4
224,Fulham,Leicester City,0.0,2.0,58.0,42.0,8.0,9.0,1.0,5.0,4.0,2.0,3.0,2.0,5.0,2.0,17.0,10.0,0.0,0.0,10.0,16.0,3.0,10.0,4.0,7.0,4.0,2.0,598.0,447.0,498.0,343.0,27.0,22.0,6.0,2.0,18.0,9.0,66.0,57.0,16.0,15.0,22.0,18.0,13.0,9.0,18,5
153,Crystal Palace,Leicester City,1.0,1.0,33.0,67.0,4.0,17.0,1.0,3.0,3.0,10.0,0.0,4.0,2.0,5.0,10.0,7.0,0.0,0.0,7.0,9.0,15.0,4.0,4.0,9.0,0.0,8.0,296.0,607.0,183.0,494.0,21.0,38.0,4.0,5.0,6.0,12.0,54.0,64.0,23.0,21.0,18.0,22.0,14.0,9.0,14,5
89,Liverpool,Leicester City,3.0,0.0,56.0,44.0,24.0,11.0,13.0,4.0,8.0,5.0,3.0,2.0,10.0,3.0,15.0,6.0,0.0,0.0,6.0,15.0,8.0,8.0,19.0,7.0,5.0,4.0,572.0,441.0,488.0,346.0,25.0,26.0,8.0,3.0,13.0,15.0,41.0,65.0,13.0,21.0,9.0,14.0,10.0,17.0,1,5
315,West Ham,Leicester City,3.0,2.0,36.0,64.0,4.0,15.0,4.0,5.0,0.0,5.0,0.0,5.0,1.0,9.0,7.0,13.0,0.0,0.0,13.0,7.0,4.0,2.0,4.0,10.0,0.0,5.0,365.0,629.0,267.0,527.0,23.0,30.0,1.0,6.0,12.0,11.0,52.0,59.0,17.0,29.0,10.0,13.0,15.0,12.0,16,5
6,West Bromwich Albion,Leicester City,0.0,3.0,36.0,64.0,7.0,13.0,1.0,7.0,3.0,3.0,3.0,3.0,2.0,5.0,12.0,9.0,0.0,0.0,9.0,11.0,6.0,6.0,3.0,11.0,4.0,2.0,336.0,604.0,255.0,511.0,37.0,23.0,0.0,1.0,3.0,9.0,35.0,46.0,16.0,9.0,7.0,17.0,10.0,14.0,18,5
138,Tottenham,Leicester City,0.0,2.0,56.0,44.0,8.0,17.0,3.0,4.0,4.0,6.0,1.0,7.0,5.0,3.0,15.0,14.0,0.0,0.0,14.0,15.0,6.0,6.0,5.0,12.0,3.0,5.0,518.0,406.0,408.0,321.0,26.0,28.0,9.0,3.0,12.0,9.0,76.0,66.0,30.0,24.0,20.0,19.0,8.0,10.0,6,5
108,Sheffield United,Leicester City,1.0,2.0,30.0,70.0,4.0,13.0,1.0,4.0,2.0,4.0,1.0,5.0,6.0,5.0,13.0,6.0,0.0,0.0,6.0,13.0,5.0,3.0,3.0,9.0,1.0,4.0,273.0,674.0,182.0,574.0,17.0,31.0,4.0,2.0,8.0,16.0,53.0,64.0,23.0,19.0,16.0,18.0,9.0,7.0,18,5
272,Brighton,Leicester City,1.0,2.0,37.0,63.0,7.0,8.0,2.0,4.0,3.0,4.0,2.0,0.0,6.0,6.0,14.0,8.0,0.0,0.0,7.0,10.0,8.0,9.0,6.0,5.0,1.0,3.0,340.0,616.0,256.0,520.0,18.0,30.0,4.0,3.0,7.0,11.0,53.0,57.0,9.0,13.0,30.0,23.0,9.0,21.0,15,5
290,Burnley,Leicester City,1.0,1.0,39.0,61.0,12.0,16.0,7.0,4.0,5.0,6.0,0.0,6.0,5.0,8.0,6.0,12.0,0.0,0.0,11.0,5.0,6.0,5.0,6.0,8.0,6.0,8.0,351.0,571.0,248.0,469.0,32.0,32.0,4.0,4.0,8.0,2.0,51.0,36.0,27.0,20.0,8.0,9.0,9.0,7.0,10,5
28,Manchester City,Leicester City,2.0,5.0,72.0,28.0,16.0,7.0,5.0,7.0,7.0,0.0,4.0,0.0,3.0,3.0,13.0,8.0,0.0,0.0,8.0,12.0,2.0,14.0,6.0,4.0,10.0,3.0,680.0,267.0,614.0,200.0,33.0,21.0,3.0,1.0,7.0,6.0,37.0,56.0,10.0,15.0,12.0,23.0,8.0,8.0,2,5
206,Everton,Leicester City,1.0,1.0,35.0,65.0,8.0,19.0,2.0,6.0,4.0,3.0,2.0,10.0,5.0,11.0,12.0,10.0,0.0,0.0,10.0,12.0,9.0,5.0,5.0,7.0,3.0,12.0,298.0,573.0,227.0,494.0,20.0,24.0,5.0,0.0,12.0,9.0,51.0,59.0,15.0,19.0,14.0,19.0,11.0,8.0,12,5
71,Leeds United,Leicester City,1.0,4.0,68.0,32.0,11.0,10.0,4.0,8.0,5.0,1.0,2.0,1.0,10.0,3.0,9.0,5.0,0.0,0.0,5.0,9.0,2.0,12.0,6.0,9.0,5.0,1.0,639.0,302.0,541.0,211.0,24.0,20.0,2.0,4.0,10.0,9.0,51.0,45.0,17.0,7.0,19.0,20.0,7.0,12.0,18,5
362,Manchester United,Leicester City,1.0,2.0,53.0,47.0,4.0,12.0,1.0,3.0,3.0,3.0,0.0,6.0,3.0,4.0,9.0,12.0,0.0,0.0,12.0,9.0,6.0,3.0,4.0,4.0,0.0,8.0,561.0,491.0,462.0,404.0,24.0,21.0,2.0,5.0,16.0,5.0,48.0,43.0,10.0,13.0,12.0,17.0,8.0,13.0,3,5
59,Arsenal,Leicester City,0.0,1.0,56.0,44.0,12.0,6.0,4.0,2.0,4.0,3.0,4.0,1.0,9.0,3.0,13.0,9.0,0.0,0.0,9.0,13.0,2.0,7.0,9.0,2.0,3.0,4.0,575.0,453.0,495.0,369.0,26.0,26.0,6.0,1.0,2.0,7.0,36.0,46.0,11.0,15.0,15.0,11.0,12.0,10.0,8,5
341,Southampton,Leicester City,1.0,1.0,29.0,71.0,5.0,23.0,3.0,9.0,0.0,9.0,2.0,5.0,0.0,10.0,9.0,13.0,1.0,0.0,12.0,9.0,12.0,1.0,3.0,13.0,2.0,10.0,272.0,633.0,179.0,534.0,17.0,17.0,0.0,9.0,8.0,9.0,45.0,65.0,11.0,28.0,14.0,19.0,8.0,3.0,11,5
172,Newcastle United,Leicester City,1.0,2.0,43.0,57.0,8.0,9.0,2.0,3.0,3.0,5.0,3.0,1.0,3.0,6.0,10.0,11.0,0.0,0.0,11.0,10.0,10.0,4.0,5.0,4.0,3.0,5.0,371.0,492.0,261.0,396.0,30.0,19.0,4.0,5.0,11.0,10.0,62.0,52.0,24.0,19.0,16.0,14.0,15.0,20.0,13,5
375,Chelsea,Leicester City,2.0,1.0,59.0,41.0,17.0,7.0,6.0,3.0,5.0,3.0,6.0,1.0,6.0,5.0,15.0,16.0,0.0,0.0,15.0,14.0,7.0,9.0,15.0,4.0,2.0,3.0,549.0,381.0,466.0,290.0,20.0,16.0,4.0,3.0,10.0,6.0,61.0,58.0,17.0,15.0,19.0,23.0,12.0,7.0,4,5
